headline,date
Says George Soros was an “SS in the National Socialist German Workers Party. Nazi Party.”," February 10, 2020"
“Chinese people eat human baby soup to improve health.”," February 10, 2020"
Says Paul Walker was set to come forward to expose “Clinton Foundation crimes against children in Haiti” before he was killed.," February 10, 2020"
Says Adam Schiff is under investigation for Ukrainian Burisma oil connections.," December 9, 2019"
"Says the Clinton Foundation gave ONLY $5 million to charities, spent $85 million for their salaries & travels and KEPT the rest = $87 million in 2014."," December 9, 2019"
Says former Democratic Sen. Harry Reid has an outlaw horse thief ancestor and Reid’s office offered a spin-job biography about the man.," December 9, 2019"
"Says Elizabeth Warren tweeted, Looks like I’m the last woman of color left in this race."," December 9, 2019"
"Says Donald Trump tweeted, Danny DeVito supports baby murder."," December 9, 2019"
Says First Lady Melania Trump posted a photo of herself yesterday and Facebook took it down.," December 6, 2019"
Says Warren Buffett asked people to forward a chain email about the Congressional Reform Act of 2019.," December 6, 2019"
"In Bakersfield, where there’s a lot of oil drilling going on, there’s more solar jobs now in Bakersfield and around that area than there are oil jobs."," December 6, 2019"
"On red-flag laws says, What (Democrats) wanted to do was say, ‘I think you might do something, so I’m going to take away your gun and make you prove you wouldn’t do it."," December 6, 2019"
West Virginia is sixth overall in the average number of at-risk youth.," December 6, 2019"
"In West Virginia, we have 20,000 jobs in which we don’t have skilled workers."," December 6, 2019"
Says the cartels are so bad in a Mexican border state that the U.S. government issued a ‘Do Not Travel’ warning -- the same warning it issued for Syria.," December 5, 2019"
Says U.S. Rep. Sean Casten has held numerous invite-only town halls.," December 5, 2019"
"Says House Intelligence Chair Adam Schiff made up the conversation. He lied. If he didn't do that in the halls of Congress, he'd be thrown in jail. He did it in the halls of Congress, he's given immunity."," December 5, 2019"
"Says for every share that a photograph of a sick boy gets, Facebook will donate one dollar."," December 5, 2019"
Speaker Pelosi's drug pricing plan would siphon $1 trillion or more from biopharmaceutical innovators over the next 10 years. CBO's preliminary estimate found this bill ‘would result in lower spending on research and development and thus reduce the introduction of new drugs.’," December 5, 2019"
Says former Ukraine President Petro Poroshenko actively worked for Secretary Clinton.," December 4, 2019"
"Says people can send Christmas cards to a recovering American soldier at the Walter Reed Army Medical Center in Washington, D.C."," December 4, 2019"
"Says photo shows the Golden Gate Bridge opening to the public for the first time back in 1937, and yes, it almost collapsed."," December 4, 2019"
China today is burning seven to eight times the amount of coal that we’re burning in the United States.," December 4, 2019"
You have literally 140 people dying every day of opioid-related overdoses.," December 30, 2019"
"It’s nothing I do, but the probation office here in the Eastern District of Missouri is the best in the country. They have about a 7.5% recidivism rate, compared to national averages of 70 or 80%"," December 30, 2019"
"The President wants to cut 3 MILLION people from SNAP, including children, seniors and veterans."," December 3, 2019"
"When it comes to how many of the 35 different federal welfare benefits each state can offer, the average in the country is about 12 to 14. Why are we giving every one?"," December 3, 2019"
Image shows U.S. National Guard Sgt. Leigh Ann Hester.," December 3, 2019"
Says a Republican bill he vetoed would have implemented a mandate to make public the names of all students’ parents or guardians.," December 3, 2019"
On whether he can release one day’s worth of emails.," December 27, 2019"
The United States is the only nation that grants legal permanent residency to more than a million people per year.," December 26, 2019"
Says his opponent for NC Insurance Commissioner is a perennial candidate over 30 years.," December 23, 2019"
"From 2000 to 2016, every major drug that was introduced came out of National Institutes of Health funding."," December 22, 2019"
"Defendants charged with producing, directing or promoting an obscene sexual performance by a child will be arraigned & set free."," December 22, 2019"
Says Virginia Gov. Ralph Northam is planning to cut off the electricity so Virginia residents cannot reveal what is happening once gun confiscation begins to take place.," December 20, 2019"
I am very proud that I am the only candidate in the Democratic primary to have voted against all of Trump's defense budgets.," December 20, 2019"
You have to have congressional authority to close Guantanamo Bay prison.," December 20, 2019"
"Says Bill Gates will provide money-500K, car, phone, visa or other gifts if you email him."," December 20, 2019"
Says the California congressional district he represents has a higher GDP than Russia.," December 20, 2019"
Says a photo shows a white man smiling while holding a black man with a bloody face.," December 20, 2019"
104 House Democrats voted for impeachment before the Ukraine call took place.," December 20, 2019"
80% of children born in developing countries die of cancer each year.," December 20, 2019"
Says the New York Times reported that Hillary Clinton and George Soros paid (a) woman to accuse Trump of sexual attack.," December 20, 2019"
"Last year, 36 million Americans didn’t have a prescription filled because they couldn’t afford it."," December 20, 2019"
"They banned face masks in Hong Kong. Why? Because they have AI technology that now is using facial recognition to identify protesters if they so much as do anything on the street, so they can follow up with them and detain them later."," December 20, 2019"
"If you're a black woman, you're 320% more likely to die from complications in childbirth."," December 20, 2019"
Says Pete Buttigieg ran statewide in Indiana and lost by 20 points.," December 20, 2019"
"No other city in America did what (New York) did. We reduced murders by 50%, reduced police shootings to historic lows, reduced the number of people incarcerated by nearly 40%."," December 2, 2019"
Real wages went up last year 1.1%.," December 19, 2019"
"In November 2019, Speaker Pelosi said it would be ‘dangerous’ to leave it to voters to determine whether President Trump stays in office."," December 19, 2019"
"When Jesus was falsely accused of treason, Pontius Pilate gave Jesus the opportunity to face his accusers. During that sham trial, Pontius Pilate afforded more rights to Jesus than the Democrats have afforded this president in this process."," December 19, 2019"
"Says President Donald Trump has not given this Congress a single email, phone record or document."," December 19, 2019"
"Says minimum markup law goes beyond gas, tobacco and alcohol to make many doorbuster deals and holiday shopping specials technically against the law."," December 18, 2019"
"I (found) the Republican votes for the Recovery Act, Obamacare, help us from falling into a Great Depression."," December 18, 2019"
Says the Potomac River has gotten dirtier and dirtier and dirtier and dirtier. I go down there and that litter is left almost exclusively by immigrants.," December 18, 2019"
"Says voter roll purge would mean more than 200,000 registered Wisconsin voters will be prohibited from voting."," December 18, 2019"
California firefighters decided to speak out against President Trump because his tweet about the state’s wildfires contained so much misinformation.," December 18, 2019"
"Says President Trump’s mother said, Yes, he’s an idiot with zero common sense, and no social skills, but he is my son. I just hope he never goes into politics. He’d be a disaster."," December 18, 2019"
An old image shows a drug store with a marijuana leaf sign.," December 18, 2019"
Yesterday Virginia announced the end of youth hunting!," December 18, 2019"
Says immigrants wanted by ICE have victimized tens of thousands of children in North Carolina.," December 18, 2019"
George P. Bush to place statue of (Mexican general) Santa Anna at the Alamo.," December 17, 2019"
Says a photo shows Pamela Karlan reacting to Hillary Clinton’s presidential defeat.," December 17, 2019"
Male birth control testing stopped after men’s testicles start exploding in India.," December 17, 2019"
Jim Justice is the first West Virginia governor to fight for pay raises for educators.," December 17, 2019"
"Says a new annual report shows that West Virginia’s tourism industry has grown for the second consecutive year, reversing years of decline and outpacing national growth by 58 percent."," December 17, 2019"
Says justices of the peace in Texas are being asked to choose: give up your career or violate your religious beliefs and perform same-sex marriages.," December 17, 2019"
A state senate bill would criminalize a father teaching his own son how to use a hunting rifle.," December 17, 2019"
Says Koalas are functionally extinct as bushfires in Australia continue to destroy their habitat.," December 16, 2019"
Delaware has the eighth-largest black population in the country," December 16, 2019"
"Says a proposed change to Illinois’ gambling law would result in lower taxes paid to the state and higher taxes paid to Chicago from a city casino so that the total amount would be the same, but the city would get to keep more of it."," December 15, 2019"
Says Fox News posts a fake picture to show soldiers excited to see Trump in Afghanistan….forgets to take out the Universal Studios sign in the background.," December 13, 2019"
Says a photo of a woman wearing a costume holding the sign vagina lady is Stanford law professor Pamela Karlan.," December 13, 2019"
Quotes Andy Borowitz as saying stopping Hillary is a short-term solution. The long-term solution — and it will be more difficult — is fixing the educational system that has created so many people ignorant enough to vote for Hillary.," December 13, 2019"
The U.S. spends 57 cents on the dollar on defense.," December 13, 2019"
Roughly one in four fish eaten in the United States was caught here and sent to Asia for processing before being re-imported for American consumers.," December 13, 2019"
A study showed as many as one in four people have had a package stolen from their residence.," December 13, 2019"
Ukraine blatantly interfered in our election.," December 12, 2019"
"Says that in South Bend, Ind., the black poverty fell by more than half on my watch."," December 12, 2019"
Says the impeachment of President Donald Trump would be the first in U.S. history without a specific criminal statute or crime that the president who is impeached would have allegedly committed.," December 12, 2019"
"Says Adam Schiff’s family Christmas card has a photo of the whistleblower, who is dating Schiff’s daughter."," December 12, 2019"
Says North Carolina's average teacher salary was at the national average back when I was in public school.," December 11, 2019"
"Says that the 28th Amendment prohibits Congress from creating laws that apply to U.S. citizens but not to them, and vice-versa."," December 11, 2019"
Says Nancy Pelosi was asked to leave a children’s benefit after drunken outburst.," December 11, 2019"
Says a photo shows an old Christmas tradition of women apologizing to their husbands for all the mistakes they made during the year and beg for forgiveness.," December 11, 2019"
The Inspector General’s report now makes clear that the FBI launched an intrusive investigation of a U.S. presidential campaign on the thinnest of suspicions.," December 11, 2019"
Says President Donald Trump is waging a trade war against WI farmers -- forcing > 1600 dairy farms to close.," December 11, 2019"
Says Will Smith and his son Jaden Smith died in a car crash.," December 10, 2019"
Says Joe Biden blackmailed Ukraine with a billion in tax dollars to drop an investigation into his son and Democrats want to impeach President Trump for simply asking if it was true?," December 10, 2019"
We provided terrorists in Iraq more rights and due process in the Central Criminal Court of Iraq than House Democratic leadership has afforded President Donald Trump in the impeachment inquiry.," December 10, 2019"
Says a photo shows Adam Schiff and Jeffrey Epstein.," December 10, 2019"
Says the NAACP endorsed Donald Trump in the 2020 election.," December 10, 2019"
Ilhan Omar just hosted a flag burning party.," December 10, 2019"
"With voting by mail, “you get thousands and thousands of people sitting in somebody's living room, signing ballots all over the place.”"," April 9, 2020"
Says Donald Trump himself has a financial stake in the French company that makes the brand-name version of hydroxychloroquine.”," April 9, 2020"
"“The CDC issued its first warning on Jan 8. Trump held campaign rallies on Jan 9, Jan 14, Jan 28, Jan 30, Feb 10, Feb 19, Feb 20, Feb 21, & Feb 28. He golfed on Jan 18, Jan 19, Feb 1, Feb 15, Mar 7, Mar 8. The first time he admitted the coronavirus might be a problem was Mar 13.”"," April 9, 2020"
Says a pandemic occurs exactly every 100 years.," April 9, 2020"
"Says “Bill Gates and other globalists, in collaboration with pharmaceutical companies, are reportedly working to push tracking bracelets and ‘invisible tattoos’ to monitor Americans during an impending lockdown.”"," April 9, 2020"
“Conservative Supreme Court Justices vote remotely to deny Wisconsin voters their right to vote remotely.”," April 9, 2020"
"Says a powder has been developed that, when mixed with water, “is being used in Germany as a mist. Health care workers go through a misting tent going into the hospital and it kills the coronavirus completely dead not only right then, but any time in the next 14 days that the virus touches anything that’s been sprayed, it is killed.”"," April 9, 2020"
"Says Rudy Giuliani bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine in early February."," April 9, 2020"
"“While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”"," April 9, 2020"
People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.," April 9, 2020"
"Wisconsin is “run by Democrats right now,” so they should address election social distancing concerns."," April 9, 2020"
"“In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”"," April 9, 2020"
Says cutting out sugar and drinking hot lemon water will cure cancer.," April 9, 2020"
"Says a California surfer was “alone, in the ocean,” when he was arrested for violating the state’s stay-at-home order."," April 9, 2020"
“North Carolina & Virginia State line is closed. Nothing in or out.," April 8, 2020"
Says this poem about people staying home was written by Kathleen O’Mara in 1869.," April 8, 2020"
"“As soon as I endorsed (Supreme Court Justice Daniel Kelly), the Wisconsin Democrats said, let’s move the election to two months later.”"," April 8, 2020"
"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”"," April 8, 2020"
"“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise."," April 8, 2020"
“59 people die as pastor gives them dettol to drink in church to prevent coronavirus.”," April 8, 2020"
The Obama administration left Trump with a “stockpile with a cupboard that was bare.”," April 8, 2020"
"“If you’ve let somebody claim your kids for income tax purposes, you will not receive a stimulus check. The person who claimed your kids is gonna get it.”"," April 8, 2020"
Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”," April 7, 2020"
Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”," April 7, 2020"
Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”," April 7, 2020"
“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”," April 7, 2020"
Photo shows a crowded New York City subway train during stay-at-home order.," April 7, 2020"
Says a ballot can be emailed to Wisconsin voters even a day before the election.," April 7, 2020"
“Pelosi tried to block voter ID/absentee ballot protections.”," April 7, 2020"
Says celebrities are calling for a 'total Hollywood strike' until Trump resigns.," April 7, 2020"
Says Joe Biden stuck a gun in an elderly woman’s mouth at a Wisconsin rally," April 6, 2020"
"“Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.”"," April 6, 2020"
“Rivers in Oklahoma are full of catfish carrying the virus.”," April 6, 2020"
Says the NBA is asking Donald Trump to “resign or we’ll never play again.”," April 6, 2020"
"“Unemployment now pays $24/hour, even if your wages were lower. Why don’t ‘essential’ people forced to still work get $24, too?”"," April 6, 2020"
"Says fired inspector general Michael Atkinson brought a “terrible, inaccurate whistleblower report” to Congress."," April 6, 2020"
Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.," April 6, 2020"
The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”," April 6, 2020"
“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”," April 30, 2020"
Says a video shows Joe Biden lolling his tongue.," April 30, 2020"
"“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”"," April 30, 2020"
"Says that under the law, New York City Mayor Bill de Blasio “can’t open” the city’s schools."," April 30, 2020"
Says Wisconsin Gov. Tony Evers “wants to force residents to fund Planned Parenthood abortion business.”," April 30, 2020"
“We’ve tested more than every country combined.”," April 30, 2020"
Says Deputy Comptroller Aycha Sawa blocked an audit of the Milwaukee lead program for three years that put our children in danger and spurred a criminal investigation.," April 3, 2020"
“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”," April 3, 2020"
Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.," April 3, 2020"
"Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus, so let your fever run high,” but not over 103 or 104 degrees."," April 3, 2020"
Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”," April 3, 2020"
"“There was no effort” to get American experts into China after it announced the coronavirus, and “we had one person in-country (and Trump) pulled him out of the country.”"," April 3, 2020"
Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”," April 3, 2020"
"“In Chicago, Covid-19 actually LOWERED the death rate.”"," April 3, 2020"
"“This lady here applied sanitizer to her hands/forearms & went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”"," April 3, 2020"
"“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”"," April 3, 2020"
Says the U.S. is developing an “antivirus” that includes a chip to track your movement.," April 3, 2020"
"Says for the coronavirus, “the death rate in Texas, per capita of 29 million people, we're one of the lowest in the country."," April 3, 2020"
“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”," April 29, 2020"
COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”," April 29, 2020"
Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”," April 29, 2020"
"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”"," April 29, 2020"
"Quotes Gov. Gretchen Whitmer as saying, “Now is not the time to live by the Constitution, it’s time to put that damn thing in a shredder.”"," April 29, 2020"
“We’re also using a sterilization process ? some great equipment that will sterilize masks up to 20 times per mask. So that’s like ordering 20 times more masks.”," April 29, 2020"
“Small trials” to test convalescent plasma therapy for coronavirus patients “seem to have had some degree of success.”," April 29, 2020"
"Dr. Anthony “Fauci told us there’s nothing to worry about. That’s his quote, ‘There’s nothing to worry about.’”"," April 29, 2020"
"Alexandria Ocasio-Cortez compared Trump to Jesus, calling both “con artists.”"," April 28, 2020"
“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”," April 28, 2020"
"“Sweden has zero lockdown” and “is in no worse shape than Denmark or Norway,” which are in lockdown."," April 28, 2020"
Says as Assembly Speaker he is a constitutional officer of Wisconsin.," April 27, 2020"
"“Joe Biden was involved in a plot to kidnap JFK Jr. according to the just declassified FBI files, and also made several threats."," April 27, 2020"
The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.," April 27, 2020"
Mosquitoes can transfer COVID-19 “from person to person”," April 27, 2020"
“People defying stay-at-home order fill Arizona beaches.”," April 27, 2020"
Says the April 22 jump in COVID-19 cases was related to the election.," April 24, 2020"
"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain."," April 24, 2020"
"In 1986, the founder of the Times Square Church prophesied that he saw “a plague coming on the world and the bars and church and government will shut down,” with New York City especially hard hit."," April 24, 2020"
“We are currently using only around 20% of our testing capacity.”," April 24, 2020"
“Trump said ‘hundreds’ of governors are calling him…& we only have 50.”," April 24, 2020"
"During the 1918 flu pandemic, San Francisco residents formed the “Anti-Mask League.” San Francisco “was ultimately one of the cities that suffered the most with a high death rate.”"," April 24, 2020"
“President Trump has banned welfare for illegal immigrants which will save $57.4 billion a year.”," April 24, 2020"
Says Texas “either is near the bottom or at the very bottom when it comes to testing per capita.”," April 24, 2020"
“Governor Gretchen Whitmer spent the past weekend at her VACATION COTTAGE at Birch Lake. Violating her own EXECUTIVE ORDER.”," April 24, 2020"
“The Confederacy was more about states’ rights than slavery.”," April 24, 2020"
"“The facility (NextGen Precision Health Institute) construction alone will bring 3,400 jobs and $472 million in revenue to Missouri.”"," April 24, 2020"
"A banner with a swastika, “Trump” and “Pence” is from a Michigan coronavirus protest."," April 24, 2020"
North Carolina is in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public.," April 23, 2020"
"“Hundreds and hundreds of labs are ready, willing, and able.”"," April 23, 2020"
"The Gates Foundation tested a polio vax in India between 2000 & 2017 and paralysed 496,000 children."," April 23, 2020"
Says Bill O'Reilly wrote a post claiming that the coronavirus was created as a bioweapon by the Chinese government.," April 23, 2020"
"“Pick up a product. Look at the barcode. If the first 3 numbers are 690 or 691 or 692, the product was made in China.”"," April 23, 2020"
Photo shows packed beach of re-opened Jacksonville Beach on CNN.," April 23, 2020"
"“Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus” while the U.S. was “largely unable to import supplies from China.”"," April 23, 2020"
"“The Democrats are pushing for an implanted microchip in humans, and everyone to be vaccinated.”"," April 23, 2020"
"“The Trump Administration promised 27 million tests by the end of March. As of now, only 4 million have been completed.”"," April 23, 2020"
“Even President Trump’s own EPA has admitted that this rule (on air pollutants) threatens to cause serious health problems including brain damage and death and to inflict billions of dollars of economic damage on our struggling economy.”," April 23, 2020"
"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”"," April 23, 2020"
The Gates Foundation has the patent for this coronavirus.," April 23, 2020"
"Trey Gowdy said, “I’m not saying COVID-19 isn’t real…. But pay attention folks, there’s much more going on here than what meets the eye.”"," April 23, 2020"
“Breaking news Kim Jong Un has pass(ed) away.”," April 22, 2020"
Nigerians are “burning Chinese stores.”," April 22, 2020"
Virginia has “lagged behind other states when it comes to (covid-19) testing.”," April 22, 2020"
"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”"," April 22, 2020"
"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money."," April 22, 2020"
Joe Diffie’s death was labeled “as a COVID-19 death and it wasn’t!”," April 22, 2020"
Says Department of Health Services Secretary Andrea Palm is a “career bureaucrat with no past ties to Wisconsin.”," April 22, 2020"
Covid-19 is now the leading cause of death in the United States.," April 22, 2020"
Wisconsin is “clearly seeing a decline in COVID infections”," April 21, 2020"
Herd immunity is probably why California has far fewer COVID-19 deaths than New York.," April 21, 2020"
Says Democrats are on vacation until May 4 and “refuse to come back” to sign a bill to help small businesses.," April 21, 2020"
Hospitals get paid more to list patients as COVID-19.," April 21, 2020"
"A photo taken by a journalist showing a beach in Jacksonville, Fla., isn't from after the government
reopened the beach as news reports have claimed."," April 21, 2020"
“My wife is suffering from coronavirus and she is pregnant. The doctor said she won’t survive it.”," April 21, 2020"
Stay-at-home orders “actually are the law of these states.”," April 21, 2020"
Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases," April 21, 2020"
"“The poor are, ironically, the most likely to be employed in the industries deemed ‘essential’ while their upper-class peers are freed to bunker down for weeks until the first death wave passes.”"," April 21, 2020"
"Says a photo shows the SAME EXACT PEOPLE at two different beaches in Los Angeles County and Jacksonville, Fla."," April 20, 2020"
News photo from stay-at-home protest was doctored to add Confederate flag.," April 20, 2020"
Says Nancy Pelosi tweeted that she was disgusted with Donald Trump over taxes," April 20, 2020"
Says Nancy Pelosi’s 4th husband filed for divorce.," April 20, 2020"
"“Go look at other countries that went through exactly this, started to reopen, and then they saw the infection rate go back up again.”"," April 20, 2020"
Says rival Jill Karofsky wants to disarm law abiding citizens.," April 2, 2020"
"Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”"," April 2, 2020"
"Says Italy arrested a doctor “for intentionally killing over 3,000 coronavirus patients.”"," April 2, 2020"
"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”"," April 2, 2020"
“Queen Elizabeth tests positive for COVID-19.”," April 2, 2020"
Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”," April 2, 2020"
“if your child gets this virus their going to hospital alone in a van with people they don’t know...to be with people they don’t know… you will be at home without them in their time of need.”," April 2, 2020"
“They’re furloughing nurses in hospitals in western New York state.”," April 2, 2020"
"There are “360,000 (deaths) a year from swimming pools. But we don’t shut the country down for that.”"," April 17, 2020"
"“During the flu pandemic of 1918, some cities lifted social distancing measures too fast, too soon, and created a second wave of pandemic.”"," April 17, 2020"
"“Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.”"," April 17, 2020"
Walmart is adopting a staggered shopping schedule by age group during the COVID-19 pandemic.," April 17, 2020"
Says Nancy Pelosi called Social Security recipients “leeches” and “burdens on society.”," April 17, 2020"
Joe Biden already has what is the most progressive platform of any major party nominee in history.," April 17, 2020"
NC liquor stores were deemed essential “because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms.”," April 17, 2020"
"“Obesity is, like, the No. 1 factor in whether you really get hit hard by COVID-19.”"," April 17, 2020"
Says Madison and Milwaukee County both carry sanctuary status for illegal immigrants and released undocumented immigrants who have committed multiple crimes including sexual assault of a child," April 16, 2020"
Says House Speaker Nancy Pelosi deleted a video of her telling people to go to Chinatown.," April 16, 2020"
“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”," April 16, 2020"
"Republicans “have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis."," April 16, 2020"
"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it."," April 16, 2020"
"Says all Vegas hotels but Trump’s have donated food, rooms in COVID response."," April 16, 2020"
"Says 3.5 million U.S. citizens lost their employer-tied health insurance in March, while zero lost their coverage in 20 other large nations combined."," April 16, 2020"
"“In a matter of days, and in some cases the moment may even have passed, that we’ve reached the peak of the rate of infections.”"," April 16, 2020"
Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”," April 15, 2020"
"This is COVID-19, not COVID-1, folks. And so you would think the people charged with the World Health Organization facts and figures would be on top of that."," April 15, 2020"
"The $1,200 coronavirus relief checks this year are “just an advance on your next tax return. … Next year, you're automatically going to owe $1,200 come tax season.”"," April 15, 2020"
Says Michigan COVID-19 order bans gardening and the sale of vegetable seeds and fruit.," April 15, 2020"
Says 44 senators “voted NOT to send stimulus checks.”," April 15, 2020"
A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.," April 15, 2020"
Says Bill Murray said “Social media is training us to compare our lives ... No wonder why everyone is depressed.”," April 15, 2020"
“Illinois lags way behind all of our neighbors and certainly we’re in the bottom tier of states that are doing testing.," April 15, 2020"
"The Postal Service is not losing money because of Amazon. It’s losing money because in 2006, the Republican-led Congress passed a law forcing it to prepay its pensions for 75 years, which no other corporation does ... Without this law, the Postal Service would be turning a profit.”"," April 15, 2020"
Images show COVID-19 victims being buried in mass graves in New York City.," April 15, 2020"
"“Corona is so bad, this guy died twice!”"," April 15, 2020"
"”If you line up all the countries that have done (Covid-19) testing on a per-capita basis, we’re at the bottom of the list.”"," April 15, 2020"
Says a video shows a “gay party in Italy few weeks before COVID-19.”," April 14, 2020"
"Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”"," April 14, 2020"
Says as president he has “total” authority to re-open states amid the COVID-19 pandemic.," April 14, 2020"
"Before COVID-19, “Iowa had one of the lowest unemployment rates in the country, and many employers were scrambling to find qualified employees to fill their job openings.”"," April 14, 2020"
Says there’s an 800 number you can call to track the status of your stimulus check.," April 14, 2020"
“Michigan Governor Gretchen Whitmer bans buying US flags during lockdown.”," April 14, 2020"
"Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive."," April 14, 2020"
“Everyone is only dying of coronavirus now.”," April 14, 2020"
"The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China."," April 14, 2020"
"“Church services can’t resume until we’re all vaccinated, says Bill Gates.”"," April 13, 2020"
"Say televangelist Pat Robertson said some young people “are doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladies’ private parts and that’s where I think the (corona)virus came from.”"," April 13, 2020"
"It is the decision of the President, not governors, to open up the states."," April 13, 2020"
"Says CEOs got advance notice of COVID, then resigned to dump stock."," April 13, 2020"
Says video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.," April 13, 2020"
“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”," April 13, 2020"
45 nations had already moved” to enforce travel restrictions with China “before the president moved.”," April 13, 2020"
Says of COVID-19 that Dr. Anthony Fauci was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.," April 13, 2020"
Suggests Trump urged sick people to get out and vote during COVID-19 pandemic," April 13, 2020"
“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package.," April 13, 2020"
“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”," April 13, 2020"
“‘Private’ messages sent to individual people during a Zoom meeting show up in the end-of-meeting transcript along with all other public messages.”," April 13, 2020"
Says a photo shows South Carolina after stay-at-home orders were announced.," April 13, 2020"
Says Robin Vos wore protective gear that “election workers he forced to work … do not have.”," April 10, 2020"
"This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25."," April 10, 2020"
Says fluid milk production limitations mean grocery stores are short on milk even as farmers are dumping it," April 10, 2020"
Says President Donald Trump will announce that a scientist finally found vaccine to cure corona virus.," April 1, 2020"
"Says Ron Johnson said Americans should go back to work, because death is an unavoidable part of life."," April 1, 2020"
